pub_date	keywords	headline	source	document_type	web_url	news_desk	section_name	snippet	lead_paragraph
2014-08-09T04:12:16Z		Cleric Says 7 Supporters Killed in Pakistan Clash	AP	article	http://www.nytimes.com/aponline/2014/08/09/world/asia/ap-as-pakistan.html	None	World	Fighting between Pakistani security forces and supporters of a fiery anti-government cleric killed seven people as they were heading towards a planned demonstration in the city Lahore, the cleric claimed Saturday. Authorities have contested the...	Fighting between Pakistani security forces and supporters of a fiery anti-government cleric killed seven people as they were heading towards a planned demonstration in the city Lahore, the cleric claimed Saturday. Authorities have contested the cleric's claim and put the death toll from clashes to two, including one police officer.
2014-08-10T08:02:05Z		A Year Later, Protest's Bloody End Divides Egypt	AP	article	http://www.nytimes.com/aponline/2014/08/10/world/middleeast/ap-ml-egypt-divisions-drawn-in-blood-abridged.html	None	World	Around 6:30 a.m., police armored vehicles rumbled up to the barricades at the edges of the anti-government sit-in where thousands of Islamists had camped out for weeks in a Cairo square.	Around 6:30 a.m., police armored vehicles rumbled up to the barricades at the edges of the anti-government sit-in where thousands of Islamists had camped out for weeks in a Cairo square.
2014-08-10T08:00:55Z		A Year Later, Protest's Bloody End Divides Egypt	AP	article	http://www.nytimes.com/aponline/2014/08/10/world/middleeast/ap-ml-egypt-divisions-drawn-in-blood.html	None	World	Around 6:30 a.m., police armored vehicles rumbled up to the barricades at the edges of the anti-government sit-in where thousands of Islamists had camped out for weeks in a Cairo square.	Around 6:30 a.m., police armored vehicles rumbled up to the barricades at the edges of the anti-government sit-in where thousands of Islamists had camped out for weeks in a Cairo square.
2014-08-10T09:22:47Z		Vandalism, Looting After Vigil for Missouri Man	AP	article	http://www.nytimes.com/aponline/2014/08/10/us/ap-us-police-shooting-missouri.html	None	U.S.	People smashed car windows and carried away armloads of looted goods from stores Sunday night after thousands of people packed a suburban St. Louis area at a vigil for an unarmed black man who was shot and killed by a police officer.	People smashed car windows and carried away armloads of looted goods from stores Sunday night after thousands of people packed a suburban St. Louis area at a vigil for an unarmed black man who was shot and killed by a police officer.
2014-08-11T02:58:25Z		Police Use Tear Gas on Crowd Outside St. Louis	AP	article	http://www.nytimes.com/aponline/2014/08/11/us/ap-us-police-shooting-missouri.html	None	U.S.	A black teenager who was fatally shot by a police officer had his hands raised when the officer approached with his weapon drawn and fired repeatedly, according to two men who said they witnessed the shooting that sparked two nights of unrest in...	A black teenager who was fatally shot by a police officer had his hands raised when the officer approached with his weapon drawn and fired repeatedly, according to two men who said they witnessed the shooting that sparked two nights of unrest in suburban St. Louis.
2014-08-11T01:00:37Z		Second Night of Rioting After Killing of Black Missouri Teen	Reuters	article	http://www.nytimes.com/reuters/2014/08/11/us/11reuters-usa-missouri-shooting.html	None	U.S.	Police fired tear gas after rioting broke out for a second night in Ferguson, Missouri, despite calls on Monday for calm from the mother of a black teenager who was shot to death by police at the weekend.	Police fired tear gas after rioting broke out for a second night in Ferguson, Missouri, despite calls on Monday for calm from the mother of a black teenager who was shot to death by police at the weekend.
2014-08-12T00:00:00Z	Social Media; Demonstrations, Protests and Riots; Ferguson (Mo); Brown, Michael (1996-2014)	Protests Near St. Louis, Seen on Social Media	The New York Times	article	http://www.nytimes.com/2014/08/12/us/protests-near-st-louis-seen-on-social-media.html	National	U.S.	A chaotic night in Ferguson, Mo., in response to the weekend shooting of Michael Brown, was captured on social media as police officers used tear gas and rubber bullets.	A chaotic night in Ferguson, Mo., in response to the weekend shooting of Michael Brown, was captured on social media as police officers used tear gas and rubber bullets.
2014-08-12T00:00:00Z	Brown, Michael (1996-2014); Federal Bureau of Investigation; Police Brutality, Misconduct and Shootings; Ferguson (Mo); Demonstrations, Protests and Riots; St Louis (Mo); Looting (Crime); Murders and Attempted Murders	F.B.I. Steps In Amid Unrest After Police Kill Missouri Youth	The New York Times	article	http://www.nytimes.com/2014/08/12/us/looting-and-unrest-follows-vigil-for-st-louis-teenager.html	National	U.S.	The agency opened a civil rights inquiry into the fatal shooting of an unarmed black teenager as protests went into their third day in a St. Louis suburb.	The agency opened a civil rights inquiry into the fatal shooting of an unarmed black teenager as protests went into their third day in a St. Louis suburb.
2014-08-12T16:28:16Z		Racial Tensions Are Not New in St. Louis Suburb	AP	article	http://www.nytimes.com/aponline/2014/08/12/us/ap-us-police-shooting-missouri-ferguson.html	None	U.S.	Racial tensions have run high for decades in this former railroad town that was once a mostly white St. Louis suburb until school busing and urban decay sent many families packing for more distant communities.	Racial tensions have run high for decades in this former railroad town that was once a mostly white St. Louis suburb until school busing and urban decay sent many families packing for more distant communities.
2014-08-12T05:53:27Z		Obama Calls Missouri Shooting Death Tragic, Urges Reflection	Reuters	article	http://www.nytimes.com/reuters/2014/08/12/us/12reuters-usa-missouri-shooting.html	None	U.S.	President Barack Obama called the police shooting death of an unarmed black teenager a tragedy and called on Tuesday for thoughtful response after two nights of violent protests, looting, arrests and tear gas in a St. Louis suburb.	President Barack Obama called the police shooting death of an unarmed black teenager a tragedy and called on Tuesday for thoughtful response after two nights of violent protests, looting, arrests and tear gas in a St. Louis suburb.
2014-08-12T02:07:56Z		Missouri Shooting Victim Called Quiet, Respectful	AP	article	http://www.nytimes.com/aponline/2014/08/12/us/ap-us-police-shooting-missouri-brown.html	None	U.S.	Michael Brown Sr. stood alone in the center of the narrow street where the blood of his namesake son still stained the gray pavement, two days after the 18-year-old was shot dead by a police officer. He straightened a waist-high wooden cross and...	Michael Brown Sr. stood alone in the center of the narrow street where the blood of his namesake son still stained the gray pavement, two days after the 18-year-old was shot dead by a police officer. He straightened a waist-high wooden cross and re-lit the candles erected as part of a makeshift memorial.
2014-08-12T00:00:00Z		Your Tuesday Briefing	The New York Times	article	http://www.nytimes.com/2014/08/12/us/your-tuesday-briefing.html	National	U.S.	Here’s what you need to know to start your day.	Here’s what you need to know to start your day.
2014-08-13T22:33:20Z		Police Use Tear Gas on Ferguson Protesters	AP	article	http://www.nytimes.com/aponline/2014/08/13/us/ap-us-police-shooting-missouri-protests.html	None	U.S.	Authorities in a St. Louis suburb where an unarmed black teen was shot and killed by a police officer have used tear gas to try to disperse protesters after flaming projectiles were thrown from the crowd.	Authorities in a St. Louis suburb where an unarmed black teen was shot and killed by a police officer have used tear gas to try to disperse protesters after flaming projectiles were thrown from the crowd.
2014-08-13T02:41:33Z		More Unrest in Missouri, Police Fire Tear Gas	Reuters	article	http://www.nytimes.com/reuters/2014/08/13/us/13reuters-usa-missouri-shooting.html	None	U.S.	Police in Ferguson, Missouri, fired several rounds of tear gas to disperse protesters late on Wednesday, on the fourth night of demonstrations over the fatal shooting last weekend of an unarmed black teenager by a police officer.	Police in Ferguson, Missouri, fired several rounds of tear gas to disperse protesters late on Wednesday, on the fourth night of demonstrations over the fatal shooting last weekend of an unarmed black teenager by a police officer.
2014-08-13T21:24:13Z		2 Reporters Arrested at Ferguson McDonald's	AP	article	http://www.nytimes.com/aponline/2014/08/13/us/ap-us-police-shooting-missouri-reporters-arrested.html	None	U.S.	Two reporters covering the shooting of an unarmed black teen by a white police officer in a St. Louis suburb say they were arrested at a McDonald's Wednesday evening in the commercial corridor where angry protests have occurred.	Two reporters covering the shooting of an unarmed black teen by a white police officer in a St. Louis suburb say they were arrested at a McDonald's Wednesday evening in the commercial corridor where angry protests have occurred.
2014-08-13T00:00:00Z	Ferguson (Mo); Brown, Michael (1996-2014); Twitter; Social Media; Demonstrations, Protests and Riots; Looting (Crime); Police Brutality, Misconduct and Shootings; St Louis (Mo)	Scenes of Chaos Unfold After a Peaceful Vigil in Ferguson	The New York Times	article	http://www.nytimes.com/2014/08/13/us/after-a-peaceful-vigil-in-ferguson-scenes-of-chaos-unfold.html	National	U.S.	Julie Bosman, a New York Times reporter, used Twitter to describe what she was seeing as rioting and looting followed the death of Michael Brown.	Julie Bosman, a New York Times reporter, used Twitter to describe what she was seeing as rioting and looting followed the death of Michael Brown.
2014-08-13T00:22:03Z		Protests Turn Violent in St. Louis Suburb	AP	article	http://www.nytimes.com/aponline/2014/08/13/us/ap-us-police-shooting-missouri.html	None	U.S.	Protests in the St. Louis suburb rocked by racial unrest since a white police officer shot an unarmed black teenager to death turned violent Wednesday night, with some people lobbing Molotov cocktails and other objects at police who responded with...	Protests in the St. Louis suburb rocked by racial unrest since a white police officer shot an unarmed black teenager to death turned violent Wednesday night, with some people lobbing Molotov cocktails and other objects at police who responded with smoke bombs and tear gas to disperse the crowd.
2014-08-13T05:49:59Z		10 Things to Know for Thursday	AP	article	http://www.nytimes.com/aponline/2014/08/13/us/ap-10-things-to-know-today.html	None	U.S.	Your daily look at late-breaking news, upcoming events and the stories that will be talked about Thursday:	Your daily look at late-breaking news, upcoming events and the stories that will be talked about Thursday:
2014-08-13T18:04:40Z		Guide to Developments in Missouri Police Shooting	AP	article	http://www.nytimes.com/aponline/2014/08/13/us/ap-us-police-shooting-missouri-news-guide.html	None	U.S.	After an unarmed black teenager was shot by a Ferguson, Missouri, police officer, authorities have resisted calls to release the name of the officer while imploring protesters to keep their demonstrations calm and avoid new trouble in the city north...	After an unarmed black teenager was shot by a Ferguson, Missouri, police officer, authorities have resisted calls to release the name of the officer while imploring protesters to keep their demonstrations calm and avoid new trouble in the city north of downtown St. Louis. Here's a look at the key elements of the shooting and the unrest that followed:
2014-08-13T00:00:00Z	Brown, Michael (1996-2014); Ferguson (Mo); Police Brutality, Misconduct and Shootings; Blacks; Missouri; Demonstrations, Protests and Riots; Federal Bureau of Investigation	Missouri Police Cite Threats in Deciding Not to Name Officer Who Shot Teenager	The New York Times	article	http://www.nytimes.com/2014/08/13/us/ferguson-police-cite-safety-risk-in-decision-not-to-name-officer-in-shooting.html	National	U.S.	The police chief in Ferguson, Mo., said he had decided not to release the name of the officer who shot Michael Brown because of threats against the officer and the department.	The police chief in Ferguson, Mo., said he had decided not to release the name of the officer who shot Michael Brown because of threats against the officer and the department.
2014-08-14T10:25:09Z		More violence in Ferguson over unarmed teen's death	Reuters	multimedia	http://www.nytimes.com/video/multimedia/100000003055573/more-violence-in-ferguson-over-unarmed-teens-death.html	Multimedia/Photos	Multimedia/Photos	Police fired tear gas and stun grenades to disperse protesters in Ferguson, Missouri overnight, four days after police shot to death an unarmed black teen. Nathan Frandino reports.	Police fired tear gas and stun grenades to disperse protesters in Ferguson, Missouri overnight, four days after police shot to death an unarmed black teen. Nathan Frandino reports.
2014-08-14T10:14:17Z		Sharpton: Justice Department Should Monitor Police	AP	article	http://www.nytimes.com/aponline/2014/08/14/us/ap-us-police-shooting-missouri-sharpton.html	None	U.S.	Civil rights activist Al Sharpton is calling on the Department of Justice to monitor how police are responding to protesters in Ferguson, Missouri.	Civil rights activist Al Sharpton is calling on the Department of Justice to monitor how police are responding to protesters in Ferguson, Missouri.
2014-08-14T10:09:19Z	Brown, Michael (1996-2014); Ferguson (Mo); Demonstrations, Protests and Riots; Police Brutality, Misconduct and Shootings	In Ferguson, Focus on Police Action, Not Police Gear	The New York Times	blogpost	http://takingnote.blogs.nytimes.com/2014/08/14/in-ferguson-focus-on-police-action-not-police-gear/	OpEd	Opinion	Armored vehicles aren’t themselves the problem.	None
2014-08-14T18:10:14Z		Police Images Fuel Outrage in St. Louis and Beyond	AP	article	http://www.nytimes.com/aponline/2014/08/14/us/ap-us-police-shooting-missouri-police-response.html	None	U.S.	The images were reminiscent of a war zone: Helmeted officers pointing weapons from armored trucks, flash grenades lighting the night sky and tear gas exploding in crowded streets.	The images were reminiscent of a war zone: Helmeted officers pointing weapons from armored trucks, flash grenades lighting the night sky and tear gas exploding in crowded streets.
2014-08-14T18:41:58Z		Missouri Protests Call Attention to Police 'Militarization'	Reuters	article	http://www.nytimes.com/reuters/2014/08/14/us/14reuters-usa-missouri-shooting-police.html	None	U.S.	A U.S. military program that sends armored cars, camouflage and other battlefield equipment to police departments is under fresh scrutiny as demonstrators in Ferguson, Missouri, enter their fifth straight night of protests over the death of an...	A U.S. military program that sends armored cars, camouflage and other battlefield equipment to police departments is under fresh scrutiny as demonstrators in Ferguson, Missouri, enter their fifth straight night of protests over the death of an unarmed black teenager.
2014-08-14T14:02:09Z	Brown, Michael (1996-2014); Africa; Ferguson (Mo); Haiti; Missouri; St Louis (Mo); Huffington Post; Washington Post	Photographing on Ferguson's Streets	The New York Times	blogpost	http://lens.blogs.nytimes.com/2014/08/14/photographing-on-fergusons-streets/	None	Multimedia	Covering the unrest in Ferguson, Mo., has proved challenging as police restrict access and, in some cases, arrest journalists.	None
2014-08-14T14:46:05Z		Haiti Tense After Summons Issued for Ex-President	AP	article	http://www.nytimes.com/aponline/2014/08/14/world/americas/ap-cb-haiti-former-president.html	None	World	Supporters of former President Jean-Bertrand Aristide clashed with U.N. peacekeepers Thursday as the popular former leader faced possible arrest for not providing court-ordered testimony in a criminal investigation.	Supporters of former President Jean-Bertrand Aristide clashed with U.N. peacekeepers Thursday as the popular former leader faced possible arrest for not providing court-ordered testimony in a criminal investigation.
2014-08-14T15:39:05Z		Guide to Developments in Missouri Police Shooting	AP	article	http://www.nytimes.com/aponline/2014/08/14/us/ap-us-police-shooting-missouri-news-guide.html	None	U.S.	After an unarmed black teenager was shot by a Ferguson, Missouri, police officer, the city north of downtown St. Louis has been the scene of violent protests. Here's a look at the key elements of the shooting and the unrest that's followed:	After an unarmed black teenager was shot by a Ferguson, Missouri, police officer, the city north of downtown St. Louis has been the scene of violent protests. Here's a look at the key elements of the shooting and the unrest that's followed:
2014-08-14T07:02:15Z		Egypt Islamists Mark Anniversary of Mass Killing	AP	article	http://www.nytimes.com/aponline/2014/08/14/world/middleeast/ap-ml-egypt.html	None	World	At least three people were killed Thursday as Egyptian security forces quashed small, scattered demonstrations by Islamist supporters of ousted President Mohammed Morsi marking the anniversary of the killing of hundreds of protesters.	At least three people were killed Thursday as Egyptian security forces quashed small, scattered demonstrations by Islamist supporters of ousted President Mohammed Morsi marking the anniversary of the killing of hundreds of protesters.
2014-08-14T01:55:45Z		Missouri Highway Patrol Seizes Control of Ferguson	AP	article	http://www.nytimes.com/aponline/2014/08/14/us/ap-us-police-shooting-missouri.html	None	U.S.	The Missouri Highway Patrol seized control of a St. Louis suburb Thursday, stripping local police of their law-enforcement authority after four days of clashes between officers in riot gear and furious crowds protesting the death of an unarmed black...	The Missouri Highway Patrol seized control of a St. Louis suburb Thursday, stripping local police of their law-enforcement authority after four days of clashes between officers in riot gear and furious crowds protesting the death of an unarmed black teen shot by an officer.
2014-08-14T01:55:45Z		Missouri Highway Patrol Seizes Control of Ferguson	AP	article	http://www.nytimes.com/aponline/2014/08/14/us/ap-us-police-shooting-missouri.html	None	U.S.	The Missouri Highway Patrol seized control of a St. Louis suburb Thursday, stripping local police of their law-enforcement authority after four days of clashes between officers in riot gear and furious crowds protesting the death of an unarmed black...	The Missouri Highway Patrol seized control of a St. Louis suburb Thursday, stripping local police of their law-enforcement authority after four days of clashes between officers in riot gear and furious crowds protesting the death of an unarmed black teen shot by an officer.
2014-08-14T19:06:50Z		A Look at Who's in Charge of Ferguson Security	AP	article	http://www.nytimes.com/aponline/2014/08/14/us/ap-us-police-shooting-missouri-whos-in-charge.html	None	U.S.	Racial unrest has gripped the St. Louis suburb of Ferguson since Saturday, when 18-year-old Michael Brown &#8212; black and unarmed &#8212; was shot to death by a white police officer in the city where two-thirds of the 21,000 residents are black and...	Racial unrest has gripped the St. Louis suburb of Ferguson since Saturday, when 18-year-old Michael Brown &#8212; black and unarmed &#8212; was shot to death by a white police officer in the city where two-thirds of the 21,000 residents are black and all but three officers on the police force are white. Police response to protests since then has drawn strong criticism, and Missouri's governor on Thursday announced the state would take over overseeing the security. Here is a look at some of the key players in the investigation and the security in the city:
2014-08-14T14:32:05Z	Amash, Justin; Paul, Rand; Ferguson (Mo); Crime and Criminals; Libertarianism (US Politics); Police	Trusting the Police	The New York Times	blogpost	http://douthat.blogs.nytimes.com/2014/08/14/trusting-the-police/	OpEd	Opinion	How generational experience informs the reaction to the Ferguson fiasco.	None
2014-08-14T00:00:00Z	Brown, Michael (1996-2014); Police Brutality, Misconduct and Shootings; Ferguson (Mo); Demonstrations, Protests and Riots; Blacks; Anonymous (Internet Group)	Anonymity in Police Shooting Fuels Anger in Missouri	The New York Times	article	http://www.nytimes.com/2014/08/14/us/missouri-teenager-and-officer-scuffled-before-shooting-chief-says.html	National	U.S.	In the days since an unarmed man was killed by a police officer in Ferguson, Mo., the selective release of information, and especially the anonymity granted the officer, has stoked frustrations.	In the days since an unarmed man was killed by a police officer in Ferguson, Mo., the selective release of information, and especially the anonymity granted the officer, has stoked frustrations.
2014-08-14T10:56:32Z	Ferguson (Mo); Missouri; Blacks	Aug. 14 Updates on Protests Over Police Shooting in Ferguson, Mo.	The New York Times	blogpost	http://news.blogs.nytimes.com/2014/08/14/live-updates-on-police-shooting-in-ferguson-mo/	None	None	Ferguson residents and the police have clashed since an unarmed man was shot and killed by a police officer on Saturday.	None
2014-08-14T18:11:11Z	News	Protests and Police Militarization	The New York Times	blogpost	http://www.nytimes.com/roomfordebate/2014/08/14/are-police-forces-excessively-armed	None	Opinion	Are police departments too heavily armed? Should law enforcement agencies receive surplus military property for everyday policing in cities and neighborhoods?	
2014-08-15T00:00:00Z	Ferguson (Mo); Egypt; West Bank; Bahrain; Tear Gas; Palestinians	Advice for Ferguson’s Protesters From the Middle East	The New York Times	article	http://www.nytimes.com/2014/08/15/world/middleeast/advice-for-fergusons-protesters-from-the-middle-east.html	Foreign	World	Activists in the Middle East responded to the situation in the St. Louis suburb of Ferguson by offering online tips to protesters.	Activists in the Middle East responded to the situation in the St. Louis suburb of Ferguson by offering online tips to protesters.
2014-08-15T12:58:36Z		Governor Urges Patience on Probe Into Missouri Teen Shooting	Reuters	article	http://www.nytimes.com/reuters/2014/08/15/us/15reuters-usa-missouri-shooting-nixon.html	None	U.S.	Missouri Governor Jay Nixon said on Friday the investigation into the death of an unarmed black teenager shot by a police officer in a St. Louis suburb needs to be completed before drawing conclusions.	Missouri Governor Jay Nixon said on Friday the investigation into the death of an unarmed black teenager shot by a police officer in a St. Louis suburb needs to be completed before drawing conclusions.
2014-08-15T00:00:00Z	Egypt; Demonstrations, Protests and Riots; Morsi, Mohamed; Cairo (Egypt); Middle East and North Africa Unrest (2010- ); Muslim Brotherhood (Egypt)	Egypt: Protests Leave 3 Dead	The New York Times	article	http://www.nytimes.com/2014/08/15/world/middleeast/egypt-protests-leave-3-dead.html	Foreign	World	At least three people were killed Thursday as Egyptian security forces quashed small, scattered demonstrations by supporters of former President Mohamed Morsi.	At least three people were killed Thursday as Egyptian security forces quashed small, scattered demonstrations by supporters of former President Mohamed Morsi.
2014-08-15T00:00:00Z	Ferguson (Mo); Editorials; Brown, Michael (1996-2014); Nixon, Jay; Police Brutality, Misconduct and Shootings; Demonstrations, Protests and Riots; Obama, Barack	The Search for Calm in Missouri	The New York Times	article	http://www.nytimes.com/2014/08/15/opinion/abusive-police-tactics-in-ferguson-will-only-delay-justice.html	Editorial	Opinion	Restoring a sense of justice will not be easy in a St. Louis suburb, but angry protesters should be able to vent peacefully, as is their constitutional right.	Restoring a sense of justice will not be easy in a St. Louis suburb, but angry protesters should be able to vent peacefully, as is their constitutional right.
2014-08-15T00:00:00Z	China; Tibet; Demonstrations, Protests and Riots; Wangdak	At Least 10 Injured After Police Fire on Tibetan Protesters	The New York Times	article	http://www.nytimes.com/2014/08/15/world/asia/chinese-police-fire-on-tibetan-protesters.html	Foreign	World	The shootings took place on Tuesday, after Tibetans had gathered to protest the detention the previous day of a respected village leader.	The shootings took place on Tuesday, after Tibetans had gathered to protest the detention the previous day of a respected village leader.
2014-08-15T02:53:13Z		Guide to Developments in Missouri Police Shooting	AP	article	http://www.nytimes.com/aponline/2014/08/15/us/ap-us-police-shooting-missouri-news-guide.html	None	U.S.	After an unarmed black teenager was shot by a Ferguson, Missouri, police officer, the city north of downtown St. Louis erupted into violent protests. Here's a look at the key elements of the shooting and the unrest that followed:	After an unarmed black teenager was shot by a Ferguson, Missouri, police officer, the city north of downtown St. Louis erupted into violent protests. Here's a look at the key elements of the shooting and the unrest that followed:
2014-08-15T00:00:00Z	Missouri; Ferguson (Mo); Police Brutality, Misconduct and Shootings; Brown, Michael (1996-2014); Demonstrations, Protests and Riots; Police; Defense and Military Forces; Blacks; Homeland Security Department	In Wake of Clashes, Calls to Demilitarize Police	The New York Times	article	http://www.nytimes.com/2014/08/15/us/ferguson-missouri-in-wake-of-clashes-calls-to-demilitarize-police.html	National	U.S.	Images of billowing tear gas and explosions used in response to protests in Ferguson, Mo., have spurred a broad call from across the political spectrum for the demilitarization of police.	Images of billowing tear gas and explosions used in response to protests in Ferguson, Mo., have spurred a broad call from across the political spectrum for the demilitarization of police.
2014-08-15T08:33:10Z		Officer's Name Begins to Lift Weeklong Mystery	AP	article	http://www.nytimes.com/aponline/2014/08/15/us/ap-us-police-shooting-missouri-officer.html	None	U.S.	For nearly a week, the police officer who shot and killed an unarmed black teenager in Ferguson, Missouri, has been a shadowy figure &#8212; nameless, faceless and seemingly shielded from the fury that has filled the streets of the town he was sworn...	For nearly a week, the police officer who shot and killed an unarmed black teenager in Ferguson, Missouri, has been a shadowy figure &#8212; nameless, faceless and seemingly shielded from the fury that has filled the streets of the town he was sworn to protect.
2014-08-15T00:00:00Z	Demonstrations, Protests and Riots; Social Media; Ferguson (Mo); Politics and Government	Protest in Missouri at Police Killing of Teenager Is Chronicled on Social Media	The New York Times	article	http://www.nytimes.com/2014/08/15/us/protest-in-missouri-at-police-killing-of-teenager-is-chronicled-on-social-media.html	National	U.S.	The police dispersed demonstrators in Ferguson, Mo., by force on Wednesday night. The developments were recounted in real time on Twitter and other platforms.	The police dispersed demonstrators in Ferguson, Mo., by force on Wednesday night. The developments were recounted in real time on Twitter and other platforms.
2014-08-15T03:08:07Z		Police Images Fuel Outrage in St. Louis and Beyond	AP	article	http://www.nytimes.com/aponline/2014/08/15/us/ap-us-police-shooting-missouri-police-response.html	None	U.S.	The images were reminiscent of a war zone: Helmeted officers pointing weapons from armored trucks, flash grenades lighting the night sky and tear gas exploding in crowded streets.	The images were reminiscent of a war zone: Helmeted officers pointing weapons from armored trucks, flash grenades lighting the night sky and tear gas exploding in crowded streets.
2014-08-15T00:00:00Z	Brown, Michael (1996-2014); Ferguson (Mo); Police Brutality, Misconduct and Shootings; Photography; Blacks; Demonstrations, Protests and Riots; Civil Rights Movement (1954-68); News and News Media	Ferguson Images Evoke Civil Rights Era and Changing Visual Perceptions	The New York Times	article	http://www.nytimes.com/2014/08/15/us/ferguson-images-evoke-civil-rights-era-and-changing-visual-perceptions.html	National	U.S.	The photographs of unrest in Ferguson after the fatal shooting of an unarmed black teenager by a police officer have drawn comparisons to pictures of the Deep South in the 1960s.	The photographs of unrest in Ferguson after the fatal shooting of an unarmed black teenager by a police officer have drawn comparisons to pictures of the Deep South in the 1960s.
2014-08-15T00:00:00Z	Ferguson (Mo); Police; Brown, Michael (1996-2014); Demonstrations, Protests and Riots; United States Defense and Military Forces; Defense Department; Homeland Security Department	Get the Military Off of Main Street	The New York Times	article	http://www.nytimes.com/2014/08/15/opinion/ferguson-shows-the-risks-of-militarized-policing.html	OpEd	Opinion	We must end the federal programs that have militarized local police forces.	We must end the federal programs that have militarized local police forces.
2014-08-15T03:03:14Z		Critics: Police Equipped Like Armies Going Too Far	AP	article	http://www.nytimes.com/aponline/2014/08/15/us/politics/ap-us-police-shooting-missouri-military-gear.html	None	U.S.	"The Missouri police department at the center of an uproar over the shooting death of an unarmed black teenager acquired two armored Humvees and other military gear for free through a Pentagon program that critics blame for ""militarizing America's..."	"The Missouri police department at the center of an uproar over the shooting death of an unarmed black teenager acquired two armored Humvees and other military gear for free through a Pentagon program that critics blame for ""militarizing America's Main Streets"" and aggravating clashes between police and protesters."
2014-08-15T00:00:00Z	Turkey; Erdogan, Recep Tayyip; Democracy (Theory and Philosophy); Justice and Development Party (Turkey)	After Erdogan, Turkey’s Future Will Be Liberal	The New York Times	article	http://www.nytimes.com/2014/08/15/opinion/after-erdogan-turkeys-future-will-be-liberal.html	OpEd	Opinion	Erdogan won on Sunday, but the era of Islamist dominance is ending. Today's young Turks want real democracy.	Erdogan won on Sunday, but the era of Islamist dominance is ending. Today's young Turks want real democracy.
2014-08-15T00:00:00Z	Brown, Michael (1996-2014); Police Brutality, Misconduct and Shootings; Demonstrations, Protests and Riots; Ferguson (Mo); Blacks; Johnson, Ronald S	New Tack on Unrest Eases Tension in Missouri	The New York Times	article	http://www.nytimes.com/2014/08/15/us/ferguson-missouri-police-shooting.html	National	U.S.	As the local police prepared to release the name of the officer who fatally shot an unarmed teenager, the Missouri State Highway Patrol took over security in Ferguson.	As the local police prepared to release the name of the officer who fatally shot an unarmed teenager, the Missouri State Highway Patrol took over security in Ferguson.
2014-08-15T20:47:03Z		Ferguson Police Chief Cedes Much of His Authority	AP	article	http://www.nytimes.com/aponline/2014/08/15/us/ap-us-police-shooting-missouri-police-chief.html	None	U.S.	In less than a week, the nation's most embattled police chief has ceded much of his authority &#8212; first to county police and then to state troopers.	In less than a week, the nation's most embattled police chief has ceded much of his authority &#8212; first to county police and then to state troopers.
2014-08-15T06:00:46Z		Morning Views	The New York Times	blogpost	http://op-talk.blogs.nytimes.com/2014/08/15/morning-views-59/	None	Opinion	Opinions on abusive police tactics in Ferguson, the U.S. strategy against ISIS, the “death tax” in Washington state, Saudi Arabia’s commitment to fighting terrorism and Airbnb in Canada.	None
2014-08-15T00:00:00Z	Blacks; Nixon, Jay; Missouri; Police Brutality, Misconduct and Shootings; Brown, Michael (1996-2014); Ferguson (Mo)	For Missouri Governor, Test at an Uneasy Time	The New York Times	article	http://www.nytimes.com/2014/08/15/us/politics/for-gov-jay-nixon-of-missouri-test-at-an-uneasy-time.html	National	U.S.	A history of strain between Gov. Jay Nixon of Missouri and the black community dates back to the 1990s, when he was attorney general and fought to end a school desegregation program.	A history of strain between Gov. Jay Nixon of Missouri and the black community dates back to the 1990s, when he was attorney general and fought to end a school desegregation program.
2014-08-15T01:33:28Z		Police, Protesters Clash Again in Ferguson	AP	article	http://www.nytimes.com/aponline/2014/08/15/us/ap-us-police-shooting-missouri.html	None	U.S.	Police and about 200 protesters clashed again in Ferguson, Missouri late Friday after another tense day in the St. Louis suburb that included authorities identifying the officer who fatally shot an unarmed black teenager and releasing documents...	"Police and about 200 protesters clashed again in Ferguson, Missouri late Friday after another tense day in the St. Louis suburb that included authorities identifying the officer who fatally shot an unarmed black teenager and releasing documents alleging the young man had been suspected of stealing a $48.99 box of cigars from a convenience store in a ""strong-arm"" robbery shortly before he was killed."
2014-08-15T12:10:46Z	Brown, Michael (1996-2014); Ferguson (Mo); Missouri; Justice Department; Police Brutality, Misconduct and Shootings	Aug. 15 Updates on Police Shooting in Missouri 	The New York Times	blogpost	http://news.blogs.nytimes.com/2014/08/15/live-updates-on-police-shooting-in-missouri/	None	None	The New York Times is providing regular updates in the aftermath of a police shooting in Ferguson, Mo., that has sparked unrest.	None
2014-08-16T02:40:46Z		Ferguson, Missouri Protesters Say Hit With Police Teargas	Reuters	article	http://www.nytimes.com/reuters/2014/08/16/us/16reuters-usa-missouri-shooting-protests.html	None	U.S.	Protesters in Ferguson, Missouri, said late on Friday on Twitter that police had fired tear gas at a crowd protesting over the police shooting death of an unarmed black teen.	Protesters in Ferguson, Missouri, said late on Friday on Twitter that police had fired tear gas at a crowd protesting over the police shooting death of an unarmed black teen.
